gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,72,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,74.4,4472,No
Male,1,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,93.05,5340,No
Female,0,No,Yes,1,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.2,4301,No
Female,0,No,Yes,15,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,65.6,24,No
Female,0,No,No,60,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,80.55,4087,No
Male,0,No,No,56,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),52.7,2618,No
Female,0,No,No,8,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.85,1069,No
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,80.1,1788,Yes
Female,0,Yes,No,49,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.15,2235,No
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.2,845,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,98.15,4685,Yes
Male,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,114.95,5874,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),112.95,694,Yes
Male,1,Yes,No,52,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,104.45,4549,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,113.65,6073,No
Female,0,No,No,40,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,20.6,6119,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.9,5519,Yes
Female,1,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.85,1830,Yes
Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.55,3168,No
Male,0,No,Yes,1,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.85,4146,No
Male,0,Yes,No,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,19.8,4753,No
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.85,1967,Yes
Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.5,5721,Yes
Female,1,Yes,No,44,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.15,3809,No
Male,0,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.15,5472,Yes
Female,1,No,No,7,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.2,2946,No
Male,1,No,No,72,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,25.1,1324,No
Female,1,No,No,8,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.15,6340,No
Female,0,No,No,16,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,65.2,84,Yes
Male,1,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.5,5391,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.55,5570,Yes
Male,0,No,Yes,3,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),55.9,1019,No
Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),93.9,4258,Yes
Male,1,Yes,No,8,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,64.4,4788,No
Male,1,Yes,No,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,108.4,5676,Yes
Female,0,No,No,5,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.3,3592,No
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),107.45,5813,No
Female,0,Yes,No,13,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.75,5114,Yes
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),85.65,2791,Yes
Female,0,Yes,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,91.3,4201,No
Male,0,Yes,No,72,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.95,5019,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.7,465,Yes
Male,0,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,2150,Yes
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,3814,No
Female,0,Yes,No,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),110.35,4833,Yes
Male,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,79.2,4504,No
Female,0,No,No,48,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,55.5,2276,No
Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,103.25,4267,Yes
Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.25,5743,No
Male,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),91.25,5257,No
Male,0,No,No,2,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.8,6368,Yes
Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,100.9,5339,No
Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.7,2955,No
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,1596,No
Female,0,Yes,Yes,9,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),65.6,4863,No
Male,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,104.65,5657,No
Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,90.45,4380,No
Male,0,No,No,72,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.7,3791,No
Female,1,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.5,4286,No
Male,0,No,No,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.1,3425,No
Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,104.3,3779,No
Female,0,Yes,Yes,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,93.25,5307,No
Male,0,Yes,Yes,35,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.45,2317,No
Male,0,No,No,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.7,5663,No
Female,0,Yes,Yes,49,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.25,386,No
Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,100.5,5534,No
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.6,39,No
Male,0,Yes,Yes,63,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.4,4631,No
Female,1,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,95.45,5053,No
Female,0,No,Yes,49,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.45,52,No
Female,0,No,No,29,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.6,2535,Yes
Female,1,Yes,No,15,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),83.05,469,Yes
Female,0,Yes,Yes,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.95,6103,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,109.15,5903,No
Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,85.7,1691,No
Female,1,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,102.05,2988,No
Female,0,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),94.7,4541,No
Male,0,Yes,Yes,28,Yes,No phone service,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.4,1351,No
Female,0,Yes,No,25,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.8,5684,No
Female,0,Yes,No,47,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,66.05,2624,No
Female,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,65.2,3177,No
Male,1,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,85.05,715,No
Male,0,No,No,5,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),55.8,2381,No
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,390,Yes
Female,1,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,104.75,4578,Yes
Male,0,Yes,Yes,72,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,19.95,588,No
Female,1,No,No,21,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.25,1578,Yes
Female,0,Yes,Yes,48,No,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,One year,No,Mailed check,45.0,1817,No
Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.9,5931,No
Female,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.4,2797,No
Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.1,547,No
Female,1,No,No,14,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),39.7,5463,No
Female,0,No,Yes,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,20.05,6211,No
Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,95.75,5408,No
Male,0,Yes,Yes,8,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),24.4,1662,No
Male,0,Yes,Yes,61,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,33.6,1744,No
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,90.45,5244,No
Female,0,No,No,5,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.0,3619,No
Female,0,No,No,49,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,67.4,2871,No
Male,0,No,No,8,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,19.7,1173,No
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.35,2183,No
Male,0,Yes,Yes,9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.6,1572,No
Male,0,Yes,Yes,67,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,54.2,3284,No
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.2,1688,No
Female,0,Yes,No,67,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Credit card (automatic),75.1,4283,No
Female,0,Yes,No,55,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),19.7,272,No
Male,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,72.75,2097,No
Male,0,Yes,Yes,62,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.05,482,No
Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.95,3826,Yes
Male,0,Yes,Yes,49,No,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.2,1393,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.75,3747,No
Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.65,345,No
Male,1,No,No,18,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,93.9,1264,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.15,5504,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,85.55,6212,Yes
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,117.15,6219,No
Male,0,No,No,64,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,99.25,5234,No
Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,112.55,5922,No
Female,0,No,No,1,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.7,2156,No
Male,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.3,5080,No
